id,first_name,last_name,full_name,height_feet,height_inches,actual_height_ft,position,weight_pounds,team.id,team.abbreviation,team.city,team.conference,team.division,team.full_name,team.name,mpg,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,blk,stl,pf,turnover,pts,TmMP,TmFGA,TmFTA,TmTOV,usage
200,Tobias,Harris,Tobias Harris,6,9,6.75,F,235,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,33,5.5,11.1,0.495,2.5,5.6,0.446,0.9,1.4,0.643,1.3,5.2,6.5,2.7,0.8,1.4,2.2,0.8,14.4,245.7,83.9,20.9,12.3,17.68327244
260,Furkan,Korkmaz,Furkan Korkmaz,6,7,6.583333333,G-F,190,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,1.6,0.1,0.4,0.25,0.1,0.3,0.333,0,0,0,0.1,0.2,0.3,0.2,0,0,0,0.2,0.3,245.7,83.9,20.9,12.3,17.48406012
313,De'Anthony,Melton,De'Anthony Melton,6,4,6.333333333,G,200,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,21.1,3.5,7.8,0.449,1.4,3.8,0.368,0.4,0.5,0.8,0.6,2.2,2.8,2.7,0.3,1.8,1.3,0.6,8.8,245.7,83.9,20.9,12.3,19.04740578
320,Shake,Milton,Shake Milton,6,6,6.5,G,207,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,6.3,0.9,2.2,0.409,0.1,0.5,0.2,0,0,0,0.3,0.7,1,0.8,0.1,0,1,0.7,1.9,245.7,83.9,20.9,12.3,21.46191506
344,Georges,Niang,Georges Niang,6,8,6.666666667,F,230,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,16.8,2.8,5.9,0.475,2,4.4,0.455,0.2,0.2,1,0.2,1.7,1.9,0.5,0.2,0.1,1.9,0.6,7.8,245.7,83.9,20.9,12.3,18.28333144
450,PJ,Tucker,PJ Tucker,6,6,6.5,F,245,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,28.3,2.3,4.2,0.548,1,2.2,0.455,0.3,0.4,0.75,1.5,2.8,4.3,0.7,0.5,0.5,2.9,1.1,5.9,245.7,83.9,20.9,12.3,9.021692645
2175,Danuel,House Jr.,Danuel House Jr.,6,7,6.583333333,F,220,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,14.8,1,2.7,0.37,0.5,1.6,0.313,0.8,1.1,0.727,0.4,1.4,1.8,0.9,0.1,0.3,1.2,0.6,3.3,245.7,83.9,20.9,12.3,11.92066369
3145,Tyrese,Maxey,Tyrese Maxey,6,2,6.17,G,200,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,37.5,8.4,18.6,0.448,2.9,7,0.408,3.2,4.3,0.75,0.4,3,3.4,4.4,0.2,1.1,2.5,2.1,22.8,245.7,83.9,20.9,12.3,28.08888079
3146,Paul,Reed,Paul Reed,6,9,6.75,F,210,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,7.2,0.3,1.2,0.231,0,0.2,0,0,0,0,0.5,1.2,1.6,0.1,0.5,1,1.8,0.3,0.5,245.7,83.9,20.9,12.3,9.713366731
3147,Matisse,Thybulle,Matisse Thybulle,6,5,6.42,G,201,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,13.1,0.6,2.1,0.296,0.2,1.2,0.188,0.1,0.2,0.333,0.3,1.2,1.5,0.6,0.4,1,1.3,0.2,1.5,245.7,83.9,20.9,12.3,8.499121742
147,Drew,Eubanks,Drew Eubanks,6,10,6.833333333,F,245,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,14.55,2,3,0.667,0,0,0,1.22,1.67,0.733,1.22,1.44,2.67,0.67,0.56,0.22,1.78,0.78,5.22,238.2833333,79.42,26.24,15.69,13.86486107
182,Jerami,Grant,Jerami Grant,6,9,6.75,F,220,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,34.66666667,5.56,12,0.463,1.67,4.22,0.395,5.11,6.78,0.754,0.56,3.44,4,2.67,0.78,0.44,1.78,2.22,17.89,238.2833333,79.42,26.24,15.69,22.17364821
202,Josh,Hart,Josh Hart,6,5,6.416666667,G,215,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,36,3.11,6.78,0.459,0.56,1.33,0.417,2,2.56,0.783,1.89,6.67,8.56,4.67,0.22,1.11,2.44,1.78,8.78,238.2833333,79.42,26.24,15.69,12.02264152
278,Damian,Lillard,Damian Lillard,6,3,6.25,G,195,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,19.43333333,5.33,10.78,0.495,2.22,5.67,0.392,4.33,4.67,0.929,0.67,2,2.67,2.56,0.22,0.44,0.78,2.11,17.22,238.2833333,79.42,26.24,15.69,34.36234601
349,Jusuf,Nurkic,Jusuf Nurkic,7,0,7,C,275,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,29.55,5.22,10.56,0.495,0.67,1.11,0.6,2.89,3.33,0.867,3.33,7.89,11.22,2.44,0.89,0.78,3.11,2.56,14,238.2833333,79.42,26.24,15.69,22.05438252
419,Anfernee,Simons,Anfernee Simons,6,4,6.333333333,G,185,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,28.66666667,6.11,14,0.437,2.89,7.78,0.371,2,2.22,0.9,0.33,1.89,2.22,3,0.22,0.67,2.11,2.22,17.11,238.2833333,79.42,26.24,15.69,26.80466866
485,Justise,Winslow,Justise Winslow,6,7,6.583333333,F,225,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,22.21666667,2.56,7,0.365,0.44,1.44,0.308,0.78,1.11,0.7,1.67,2.89,4.56,3.22,0.56,1.44,2.11,1.22,6.33,238.2833333,79.42,26.24,15.69,17.51456959
3166,Nassir,Little,Nassir Little,6,5,6.42,F,220,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,15,2.3,4.6,0.493,0.9,2.1,0.406,0.7,1.1,0.688,0.3,2.3,2.5,0.9,0.2,0.3,0.7,0.7,6.1,238.2833333,79.42,26.24,15.69,17.22967258
3167,Shaedon,Sharpe,Shaedon Sharpe,6,6,6.5,G,200,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,21,4,7.2,0.554,1.3,2.5,0.514,0.8,1.1,0.733,0.8,1.7,2.5,0.4,0.3,0.3,2,0.8,10.1,238.2833333,79.42,26.24,15.69,18.05183538
3168,Trendon,Watford,Trendon Watford,6,8,6.67,F,237,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,17.2,1.7,3.5,0.476,0,0.7,0,1.5,1.7,0.9,0.5,2.5,3,2.3,0,1,2.5,1.3,4.8,238.2833333,79.42,26.24,15.69,14.4127882
175,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,6,6,6.5,G,181,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,31.43333333,10.11,18.89,0.535,0.78,2.56,0.304,6.11,6.33,0.965,0.78,3,3.78,5.33,1,2,2.11,2.89,27.11,248.65,96.84,19.25,14.16,32.53040437
337,Mike,Muscala,Mike Muscala,6,11,6.916666667,F-C,240,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,12.1,2.11,4.67,0.452,0.67,2.67,0.25,1.22,1.56,0.786,0.67,3.56,4.22,0.56,0.22,0,1.33,0.44,6.11,248.65,96.84,19.25,14.16,19.94034064
480,Kenrich,Williams,Kenrich Williams,6,7,6.583333333,G-F,210,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,18.21666667,2.22,4.78,0.465,0.56,1.78,0.313,0.22,0.56,0.4,1.67,2.11,3.78,1.33,0.22,0.56,1.78,0.33,5.22,248.65,96.84,19.25,14.16,12.23950024
3158,Josh,Giddey,Josh Giddey,6,8,6.67,G,205,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,29.5,6.3,13.7,0.457,1.1,3.4,0.317,0.9,1.3,0.733,1.3,5.9,7.2,5.3,0.5,0.4,2.3,3.5,14.5,248.65,96.84,19.25,14.16,25.07690208
3159,Jalen,Williams,Jalen Williams,6,6,6.5,F,195,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,23.3,3.7,7.1,0.526,0.6,2.3,0.28,0.5,0.5,0.833,0.5,2.2,2.7,2.7,0.4,0.8,2.5,1.5,8.5,248.65,96.84,19.25,14.16,15.75695373
3160,Lugentz,Dort,Lugentz Dort,6,4,6.33,F,215,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,30.8,5,12.5,0.399,1.6,5.7,0.282,2.6,3.5,0.75,1.4,2.8,4.2,2.3,0.3,1.3,3.3,1.1,14.2,248.65,96.84,19.25,14.16,20.46137214
3161,Aleksej,Pokusevski,Aleksej Pokusevski,7,0,7,F,190,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,23.6,3.9,8.3,0.472,1.4,3.5,0.391,0.5,1,0.538,1.6,3.9,5.5,1.7,1.8,0.8,1.8,1.6,9.8,248.65,96.84,19.25,14.16,18.23761869
3162,Tre,Mann,Tre Mann,6,3,6.25,G,178,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,24.1,4.2,10.5,0.401,1.8,5.5,0.333,0.8,1.2,0.625,0.8,2.3,3.1,2.2,0.1,0.9,1.8,1,11.1,248.65,96.84,19.25,14.16,20.77475795
3163,Aaron,Wiggins,Aaron Wiggins,6,5,6.42,G,190,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,21.3,2.2,4.8,0.448,0.7,1.8,0.381,0.9,1.2,0.786,0.8,3.1,3.9,1.8,0.3,0.5,1.8,0.8,5.9,248.65,96.84,19.25,14.16,11.97564046
3164,Darius,Bazley,Darius Bazley,6,9,6.75,F,208,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,16.7,2.5,5.8,0.422,0.6,1.6,0.389,0.5,1,0.455,1.6,3.1,4.7,1.5,1.3,0.8,1.5,0.5,6,248.65,96.84,19.25,14.16,16.79975781
3165,Jeremiah,Robinson-Earl,Jeremiah Robinson-Earl,6,8,6.67,F,242,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,17.6,3,5.8,0.519,1.3,2.9,0.439,0.7,1.1,0.667,1.1,2.9,4,0.7,0.3,0.8,1.9,0.5,8,248.65,96.84,19.25,14.16,16.04474307
178,Eric,Gordon,Eric Gordon,6,4,6.333333333,G,215,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,24.9,3.5,7.8,0.449,1.4,4,0.35,1.4,1.8,0.778,0.2,1.5,1.7,2.6,0.4,0.7,0.7,1.7,9.8,253.3,93.7,26.3,18,16.98639323
296,Boban,Marjanovic,Boban Marjanovic,7,3,7.25,C,290,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,1.2,0.1,0.3,0.333,0,0,0,0.3,0.5,0.6,0.1,0.3,0.4,0.1,0,0.1,0.1,0.1,0.5,253.3,93.7,26.3,18,21.23299154
3188,Kevin,Porter Jr.,Kevin Porter Jr.,6,4,6.33,G,203,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,34.9,6.5,15.9,0.41,1.8,5.3,0.338,4.2,5.7,0.733,1.5,4.7,6.1,5.8,0.5,1.3,2.9,4,19.1,253.3,93.7,26.3,18,26.38629491
3189,Jalen,Green,Jalen Green,6,4,6.33,G,186,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,34.5,7.7,17.9,0.428,2.9,7.7,0.371,3.5,4.3,0.8,0.6,3.7,4.3,3.3,0.3,0.7,1.5,2.9,21.7,253.3,93.7,26.3,18,27.03052141
3190,Jabari,Smith Jr.,Jabari Smith Jr.,6,11,6.92,F,220,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,29.6,3.3,10.4,0.315,1.7,5.6,0.304,1.8,2.1,0.833,1.4,5.4,6.9,0.8,1.1,0.4,3.6,1.1,10.1,253.3,93.7,26.3,18,17.24926026
3191,Alperen,Sengun,Alperen Sengun,6,11,6.92,C,243,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,26.5,5.8,10.2,0.568,0.2,1.2,0.2,4.2,5.3,0.783,3.5,5,8.5,1.8,1.2,0.6,3.4,2.2,15.9,253.3,93.7,26.3,18,22.84633705
3192,Garrison,Matthews,Garrison Matthews,6,6,6.5,G,215,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,11.8,1.1,3.2,0.333,1.1,3.2,0.341,0.6,0.6,1,0.1,0.8,0.8,0.4,0.1,0.3,1.2,0.4,3.8,253.3,93.7,26.3,18,13.45723554
3193,Jae'Sean,Tate,Jae'Sean Tate,6,5,6.42,F,230,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,22.7,3.3,6.7,0.5,0.7,1.7,0.4,1,1.3,0.75,2.7,1.7,4.3,3.3,0,1,5,1.7,8.3,253.3,93.7,26.3,18,16.24292171
3194,Kenyon,Martin Jr.,Kenyon Martin Jr.,6,7,6.58,F,215,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,25.1,4.2,7.9,0.529,1.1,3.3,0.34,1.4,2.1,0.677,1.2,3.5,4.7,1.5,0.7,0.4,2,1.2,10.9,253.3,93.7,26.3,18,16.41224834
3195,Usman,Garuba,Usman Garuba,6,8,6.667,F,229,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,15.8,1.8,2.8,0.622,0.5,0.5,0.857,0.5,1,0.462,2.2,3.5,5.7,1.3,0.8,0.8,1.9,1.1,4.5,253.3,93.7,26.3,18,11.28842588
3196,Josh,Christopher,Josh Christopher,6,4,6.33,G,215,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,8.2,1.3,3.4,0.378,0.3,1.3,0.214,0.1,0.2,0.5,0.4,1.1,1.5,0.6,0,0.3,0.9,0.7,2.9,253.3,93.7,26.3,18,20.98908778
3197,Tari,Eason,Tari Eason,6,8,6.67,F,215,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,18.1,3.2,7.2,0.444,0.8,1.9,0.414,1.1,1.4,0.81,2.1,2.9,4.9,1.1,0.5,1.5,2.3,0.9,8.3,253.3,93.7,26.3,18,19.78970817
180,Devonte',Graham,Devonte' Graham,6,2,6.166666667,G,185,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,17.55,1.56,4.11,0.378,1.33,3.22,0.414,0.56,0.89,0.625,0.11,1.22,1.33,2.56,0.11,0.44,1.11,0.67,5,271.0833333,99.52,27.2,14.1,12.72132871
207,Willy,Hernangomez,Willy Hernangomez,6,11,6.916666667,C,240,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,1.55,0.11,0.56,0.2,0,0.11,0,0.22,0.22,1,0.44,0.56,1,0.11,0,0,0.22,0.11,0.44,271.0833333,99.52,27.2,14.1,21.35674561
227,Brandon,Ingram,Brandon Ingram,6,9,6.75,F,190,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,17,4.11,8.67,0.474,1,2,0.5,2.78,3.56,0.781,0.11,2.89,3,2.67,0.56,0.44,1,1.67,12,271.0833333,99.52,27.2,14.1,30.23543463
303,CJ,McCollum,CJ McCollum,6,3,6.25,G,190,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,35.88333333,8.67,20.33,0.426,2.22,6.89,0.323,2,2.33,0.857,0.89,4.44,5.33,6.22,0.44,1.33,2.11,1.78,21.56,271.0833333,99.52,27.2,14.1,27.83332863
340,Larry,Nance Jr.,Larry Nance Jr.,6,9,6.75,F,230,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,23.66666667,4.56,6.89,0.661,0.22,0.56,0.4,0.33,0.56,0.6,1.44,4,5.44,2.44,0.67,1.11,2.22,1.11,9.67,271.0833333,99.52,27.2,14.1,15.04222122
436,Garrett,Temple,Garrett Temple,6,6,6.5,G-F,195,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,2.333333333,0.22,0.44,0.5,0.22,0.44,0.5,0,0,0,0,0.11,0.11,0.11,0,0.11,0.22,0,0.67,271.0833333,99.52,27.2,14.1,8.140677681
455,Jonas,Valanciunas,Jonas Valanciunas,7,0,7,C,265,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,25,5.11,10.22,0.5,0.44,1.33,0.333,3.78,4.44,0.85,3.78,6.89,10.67,2.22,0.44,0.56,2.11,1.56,14.44,271.0833333,99.52,27.2,14.1,23.71532354
3206,Herbert,Jones,Herbert Jones,6,7,6.58,F,206,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,29.4,3.6,7.7,0.471,0.5,2.1,0.261,2.5,3.4,0.757,1.5,2.1,3.5,2.1,0.5,1,3.7,0.9,10.4,271.0833333,99.52,27.2,14.1,14.82472617
3207,Zion,Williamson,Zion Williamson,6,6,6.5,F,284,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,32.2,9,15.9,0.566,0.3,0.5,0.5,5.3,7.4,0.716,2.1,4.3,6.4,3.9,0.3,1.1,2.7,2.7,23.5,271.0833333,99.52,27.2,14.1,29.30214944
3208,Jose ,Alvarado,Jose  Alvarado,6,0,6,G,179,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,19.1,3.3,6.6,0.495,1.3,3.3,0.4,0.5,0.7,0.7,0.4,1.7,2.1,2.9,0.2,0.8,2.1,1.3,8.3,271.0833333,99.52,27.2,14.1,18.55191087
3209,Trey ,Murphy III,Trey  Murphy III,6,8,6.67,G,206,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,28.1,4.1,8.5,0.488,2.4,5.5,0.434,1.4,1.5,0.955,1.2,3.5,4.7,1.3,0.5,1.1,1.7,0.7,12.1,271.0833333,99.52,27.2,14.1,15.14799885
3210,Naji,Marshall,Naji Marshall,6,7,6.58,F,220,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,20,2.4,5.9,0.409,0.7,2.2,0.333,0.9,1.3,0.737,0.9,2.2,3.1,1.5,0.2,0.6,1.3,1,6.5,271.0833333,99.52,27.2,14.1,16.1284093
3211,Jaxon,Hayes,Jaxon Hayes,6,11,6.92,C,220,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,7.4,0.2,1,0.2,0,0.4,0,0,0,0,0.2,0.8,1,0.6,0.2,0.2,1,0.2,0.4,271.0833333,99.52,27.2,14.1,7.000582772
3212,Dyson,Daniels,Dyson Daniels,6,6,6.5,G,199,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,11.9,1.4,2.7,0.526,0.6,1.1,0.5,0.6,0.9,0.667,0.7,2.7,3.4,1.3,0.6,0.6,1.4,0.4,4,271.0833333,99.52,27.2,14.1,12.68262441
204,Gordon,Hayward,Gordon Hayward,6,8,6.666666667,F,225,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,24.7,5,10.6,0.472,1,2.8,0.357,2.9,3.7,0.784,0.4,3,3.4,3.3,0.2,0.6,0.6,2.2,13.9,243.9,97.9,22.2,16.3,22.98483453
360,Kelly,Oubre Jr.,Kelly Oubre Jr.,6,7,6.583333333,F,205,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,29.2,6.3,15.1,0.417,2.7,7.3,0.37,2.1,3.2,0.656,0.8,3.5,4.3,1.2,0.3,1.3,3,1.1,17.4,243.9,97.9,22.2,16.3,23.72790415
371,Mason,Plumlee,Mason Plumlee,6,11,6.916666667,F-C,235,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,24.7,3.2,5.4,0.593,0,0,0,1.9,3.5,0.543,2.5,5.6,8.1,4,0.6,0.4,3.4,1.7,8.3,243.9,97.9,22.2,16.3,13.76413712
403,Terry,Rozier,Terry Rozier,6,1,6.083333333,G,190,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,10.2,2.6,6.7,0.388,1.2,2.9,0.414,0.8,0.9,0.889,0.5,1.6,2.1,2,0.3,0.1,0.3,1,7.2,243.9,97.9,22.2,16.3,31.23219654
421,Dennis,Smith Jr.,Dennis Smith Jr.,6,3,6.25,G,195,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,28.4,4.5,9.2,0.489,0.9,2.1,0.429,0.5,0.9,0.556,0.6,3.2,3.8,5.8,0.5,2.1,2.1,1.8,10.4,243.9,97.9,22.2,16.3,15.78942453
3095,Lamelo,Ball,Lamelo Ball,6,7,6.58,G,180,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,32.7,7.3,17.7,0.415,3.3,10.7,0.313,1.3,1.7,0.8,0,3.7,3.7,7,0.3,1,2.7,3.7,19.3,243.9,97.9,22.2,16.3,26.6513347
3096,PJ ,Washington,PJ  Washington,6,7,6.58,F,230,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,31.8,5.6,13.2,0.427,1.8,5.3,0.333,2.1,2.7,0.791,1.2,3.3,4.5,1.9,1,0.6,2.8,1.7,15.1,243.9,97.9,22.2,16.3,19.90706062
3097,James,Bouknight,James Bouknight,6,4,6.33,F,190,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,17.3,2.1,6.3,0.337,0.8,3.3,0.226,0.6,1,0.625,0.3,1.9,2.2,1.4,0.3,0.4,1.5,0.9,5.6,243.9,97.9,22.2,16.3,17.37718628
3098,Jalen ,McDaniels,Jalen  McDaniels,6,9,6.75,F,205,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,25.9,3.5,8.1,0.431,1.3,3.3,0.385,1.2,1.4,0.826,1.1,3.8,4.9,2.4,0.7,1.2,2.8,1.4,9.4,243.9,97.9,22.2,16.3,15.36884596
3099,Nick,Richards,Nick Richards,7,0,7,C,245,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,19,3.6,5.6,0.64,0,0,0,2.4,3.2,0.745,2.9,2.9,5.8,0.8,0.8,0.1,2.1,0.8,9.5,243.9,97.9,22.2,16.3,16.1703122
210,Buddy,Hield,Buddy Hield,6,4,6.333333333,G,214,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,31.1,6.78,14.22,0.477,4.11,9.67,0.425,0.89,1,0.889,1.22,4.56,5.78,3.67,0.22,0.78,2,2.11,18.56,230.0333333,87.33,22.74,15.75,21.93744956
242,James,Johnson,James Johnson,6,8,6.666666667,F,240,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,4.883333333,0.56,1.33,0.417,0.11,0.56,0.2,0,0,0,0,0.78,0.78,0.44,0.22,0.11,1.11,0,1.22,230.0333333,87.33,22.74,15.75,11.08022891
304,T.J.,McConnell,T.J. McConnell,6,2,6.166666667,G,190,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,13.76666667,1.56,4.56,0.341,0,0.22,0,0,0,0,0.44,1.44,1.89,2.56,0.22,1.22,0.78,1.22,3.11,230.0333333,87.33,22.74,15.75,17.08096895
452,Myles,Turner,Myles Turner,6,11,6.916666667,C-F,250,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,11.88333333,1.89,4.22,0.447,0.44,1.44,0.308,1.89,2.44,0.773,0.56,2.56,3.11,0.78,1.56,0.11,1.44,1.22,6.11,230.0333333,87.33,22.74,15.75,22.29955863
3127,Tyrese,Haliburton,Tyrese Haliburton,6,5,6.42,G,185,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,34,7.4,15,0.492,3,7.1,0.424,2.8,3.3,0.86,1,3.5,4.5,10.4,0.2,1.9,1.3,3,20.6,230.0333333,87.33,22.74,15.75,23.27548855
3128,Bennedict,Mathurin,Bennedict Mathurin,6,6,6.5,G,210,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,27.6,6.2,13.3,0.462,2.7,5.9,0.455,4.9,5.9,0.831,1.3,2.5,3.8,2.1,0.1,0.4,2.2,2.3,19.9,230.0333333,87.33,22.74,15.75,26.82132989
3129,Chris,Duarte,Chris Duarte,6,5,6.42,G,190,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,19.7,3.1,7.9,0.394,1.4,4.2,0.342,1.2,1.3,0.917,0.4,1.7,2.1,1,0.4,0.1,1.8,0.9,8.9,230.0333333,87.33,22.74,15.75,19.35439122
3130,Jalen,Smith,Jalen Smith,6,9,6.75,F,215,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,24,4.2,9.5,0.435,1.2,4.1,0.302,1.5,2.2,0.679,1.8,5.8,7.5,1.1,0.8,0.2,2.2,1.5,11,230.0333333,87.33,22.74,15.75,20.28727894
3131,Oshae,Brissett,Oshae Brissett,6,7,6.58,F,210,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,10.9,0.9,2.4,0.368,0.4,1.5,0.25,0.6,0.8,0.833,0.6,1,1.6,0.4,0,0.3,0.5,0.5,2.8,230.0333333,87.33,22.74,15.75,12.13773079
3132,Isaiah,Jackson,Isaiah Jackson,6,9,6.75,F,205,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,18.3,3.2,5.2,0.618,0,0.1,0,1.9,2.8,0.676,1.5,3.5,5.1,1.2,1.4,0.5,2.6,1.2,8.4,230.0333333,87.33,22.74,15.75,16.96683099
3133,Aaron,Nesmith,Aaron Nesmith,6,5,6.42,F,215,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,20.8,2.4,6.3,0.386,1,3.4,0.29,1,1.2,0.818,0.3,2.8,3.1,1.6,0.8,0.3,2.6,1,6.9,230.0333333,87.33,22.74,15.75,15.31090789
3134,Goga,Bitadze,Goga Bitadze,6,11,6.92,C,250,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,13.1,1.8,3.4,0.519,0.1,0.9,0.143,0.9,1.8,0.5,1.6,1.8,3.4,1.5,0.5,0.5,2.3,0.8,4.5,230.0333333,87.33,22.74,15.75,15.50303554
